user_id,signup_date,trial_end_date,trial_length_days,age,country,gender,device_type,acquisition_channel,city_tier,preferred_plan_before_conversion,days_active_trial,sessions_count,avg_session_minutes,features_used,support_tickets,emails_opened,webinar_attended,payment_method_on_file,referred_friend,discount_offered_pct,plan_page_views,last_activity_gap_days,satisfaction_score,monthly_income_usd,converted_to_paid_plan,selected_plan
USR-02132,2025-05-08,2025-05-15,7,,Ecuador,prefer_not_to_say,mobile,organic search,tier_1,standard,5,12,2.0,3,1,5,0,0,0,20,1,0,6.6,2071.0,0,none
USR-02133,2025-01-20,2025-01-27,7,34.0,chile,prefer_not_to_say, mobile ,social_media,tier_1,premium,2,4,20.5,11,2,4,0,1,0,0,0,7,8.1,1119.0,0,none
USR-02134,2025-09-28,2025-10-12,14,30.0,Perú,female,mobile,organic search,tier_2,standard,8,22,11.5,11,1,4,0,1,0,0,3,11,5.7,3052.0,0,none
USR-02135,29/08/2025,2025-09-12,14,34.0,Chile,male,desktop,email campaign,tier_1,premium,7,11,12.6,10,0,7,0,0,0,20,2,21,5.8,1112.0,0,none
USR-02136,2025-09-22,2025-10-06,14,31.0,Perú,male,mobile,organic search,tier_1,standard,8,19,5.9,9,0,6,0,0,0,15,2,4,6.5,2566.0,0,none
USR-02137,2025-03-12,2025-03-26,14,30.0,Colombia,female,mobile,social media,tier_1,standard,11,23,5.5,12,0,7,0,0,0,20,2,14,4.8,250.0,0,none
USR-02138,19/11/2025,2025-12-19,30,28.0,Argentina,male,desktop,organic search,tier_1,standard,20,43,10.8,15,0,8,0,1,0,10,6,14,8.4,1818.0,1,basic
USR-02139,2025-05-01,2025-05-08,7,23.0,Colombia,male,tablet,organic search,tier_1,premium,3,7,21.7,8,1,1,1,1,0,10,0,9,7.8,2778.0,0,none
USR-02140,2025-04-20,04-27-2025,7,24.0,Colombia,male,desktop,paid ads,tier_1,basic,5,7,17.8,8,1,8,0,0,0,10,2,9,7.1,1218.0,0,none
USR-02141,2025-04-15,2025-04-22,7,45.0,Ecuador,male,tablet,organic search,tier_3,standard,5,5,,7,0,2,0,0,0,0,2,1,10.0,1003.0,0,none
USR-02142,2025-02-26,2025-03-19,21,31.0,Argentina,male,desktop,email campaign,tier_1,basic,15,27,16.3,15,0,7,1,1,0,15,9,13,6.2,$1137,0,none
USR-02143,2025-03-28,2025-04-11,14,48.0,México,female,mobile,email campaign,tier_1,premium,10,18,6.1,11,0,6,0,1,0,15,5,9,8.2,879.0,0,none
USR-02144,2025-06-16,2025-06-30,14,45.0,Colombia,male,tablet,partner,tier_2,standard,12,21,17.9,11,1,9,1,1,0,25,2,7,6.4,1911.0,1,standard
USR-02145,2025-08-26,2025-09-16,21,35.0,Ecuador,male,desktop,social media,tier_2,standard,10,13,8.9,11,2,6,0,0,0,0,1,13,4.2,1595.0,0,none
USR-02146,2025-02-07,2025-02-21,14,27.0,Ecuador,male,mobile,paid ads,tier_3,premium,8,11,21.3,11,0,3,0,0,0,10%,4,4,8.9,1063.0,0,none
USR-02147,11/07/2025,2025-07-18,7,34.0,Ecuador,male,mobile,partner,tier_2,premium,4,3,18.7,9,1,7,1,0,0,10,0,3,9.1,662.0,0,none
USR-02148,13/11/2025,2025-11-27,14,,México,female,Mobile,social_media,tier_2,basic,10,20,5.7,11,2,9,0,1,1,0,5,6,7.7,1688.0,0,none
USR-02149,2025-04-27,2025-05-11,14,38.0,Argentina,female,tablet,email campaign,tier_2,basic,11,18,12.2,12,2,5,1,1,0,0,1,17,6.7,1020.0,1,standard
USR-02150,2025-09-18,2025-10-02,14,23.0,México,female,mobile,email campaign,tier_2,premium,7,12,17.3,10,1,8,0,0,0,0,2,13,,,0,none
USR-02151,2025-12-31,2026-01-21,21,31.0,,female,desktop,email campaign,tier_1,standard,3,3,7.8,9,1,5,0,1,0,20,1,28,6.4,2906.0,0,none
USR-02152,2025-09-28,2025-10-28,30,35.0,Perú,female,mobile,referral,tier_2,standard,11,29,16.0,12,2,8,1,1,0,0,3,37,7.2,1356.0,0,none
USR-02153,2025-12-12,2025-12-26,14,40.0,México,male, mobile ,partner,tier_1,standard,10,16,7.9,7,0,7,0,0,0,0,5,4,6.2,2152.0,0,none
USR-02154,2025-06-18,2025-07-02,14,36.0,México,female,mobile,organic search,tier_2,basic,8,13,10.5,10,0,6,1,1,0,5,0,7,5.4,250.0,0,none
USR-02155,2025-06-09,2025-06-16,7,25.0,Colombia,female,mobile,social media,tier_2,standard,5,9,17.3,8,0,4,0,1,0,0,2,6,4.2,763.0,0,none
USR-02156,2025-03-13,2025-03-27,14,32.0,Ecuador,prefer_not_to_say,desktop,email campaign,tier_1,standard,9,19,85.4,10,1,5,0,1,0,10,1,3,8.4,1955.0,0,none
USR-02157,2025-03-28,04-11-2025,14,35.0,México,female,desktop,referral,tier_1,standard,5,6,13.2,7,1,4,1,1,0,0,7,15,9.2,2300.0,1,standard
USR-02158,2025-02-18,2025-03-04,14,27.0,Argentina,female,mobile,social media,tier_2,premium,14,32,10.9,15,0,8,0,0,1,25,3,6,7.0,401.0,1,standard
USR-02159,2025-08-03,2025-08-17,14,37.0,México,prefer_not_to_say,mobile,paid ads,tier_3,premium,10,15,19.1,16,0,5,0,0,1,20,4,5,5.4,2218.0,1,premium
USR-02160,2025-04-20,2025-05-20,30,42.0,Colombia,female,mobile,organic search,tier_2,basic,30,62,7.4,17,0,12,0,0,0,15,5,19,8.7,1733.0,0,none
USR-02161,2025-12-03,2025-12-10,7,31.0,Argentina,female,desktop,organic search,tier_1,basic,5,10,15.6,10,1,3,1,0,1,20,3,5,7.7,1065.0,0,none
USR-02162,25/07/2025,2025-08-24,30,31.0,Argentina ,male,mobile,paid ads,tier_3,standard,8,14,12.7,6,1,6,0,0,0,10,3,25,,896.0,0,none
USR-02163,2025-01-22,02-05-2025,14,18.0,Chile,female,mobile,referral,tier_2,basic,9,11,16.4,11,0,4,0,0,0,5,4,8,8.9,888.0,0,none
USR-02164,2025-03-18,2025-04-08,21,32.0,México,non_binary,desktop,social media,tier_3,basic,18,19,6.6,8,0,4,0,1,1,5,6,14,4.1,2299.0,0,none
USR-02165,2025-05-31,2025-06-14,14,36.0,Colombia,female,desktop,organic search,tier_3,standard,6,13,18.6,5,1,6,1,1,0,15,0,6,,,0,none
USR-02166,2025-10-27,2025-11-26,30,39.0,México,male,mobile,email campaign,tier_3,standard,22,30,18.8,15,0,3,1,1,0,5,5,17,4.6,710.0,1,basic
USR-02167,2025-06-14,2025-06-28,14,42.0,Perú,female,desktop,organic search,tier_2,basic,14,27,20.5,12,2,10,0,1,0,10,6,3,4.7,734.0,1,premium
USR-02168,2025-01-18,2025-02-01,14,26.0,Colombia,female,mobile,organic search,tier_1,basic,9,16,20.2,11,1,3,0,1,0,25%,6,10,10.0,250.0,0,none
USR-02169,2025-01-10,2025-01-24,14,42.0,Argentina ,male,DESKTOP,Partner,tier_2,standard,5,13,27.6,13,1,4,0,0,0,5,3,12,6.4,448.0,0,none
USR-02170,22/03/2025,2025-04-21,30,26.0,Ecuador,female,mobile,referral,tier_1,basic,15,24,18.0,21,0,6,0,0,0,20,7,16,5.5,2092.0,1,premium
USR-02171,08/10/2025,2025-11-07,30,29.0,Colombia,male,mobile,organic search,tier_3,basic,16,25,7.7,21,1,7,0,0,0,10,2,17,6.2,250.0,0,none
USR-02172,05/10/2025,2025-10-19,14,31.0,Chile,female,mobile,social media,tier_3,standard,12,22,13.4,8,0,8,1,0,0,20,3,7,8.8,1212.0,0,none
USR-02173,2025-03-18,2025-03-25,7,30.0,ecuador,male,mobile,Referral,tier_2,standard,3,6,17.3,7,1,9,1,0,0,0,4,7,4.2,2446.0,0,none
USR-02174,2025-08-26,2025-09-09,14,36.0,,prefer_not_to_say,mobile,social media,tier_2,premium,2,3,16.4,9,2,10,0,1,0,10,2,7,5.5,1242.0,0,none
USR-02175,21/02/2025,2025-02-28,7,34.0,Argentina,female,mobile,email campaign,tier_1,basic,2,1,6.5,6,0,4,0,0,0,20,2,9,7.2,1745.0,0,none
USR-02176,2025-12-22,2026-01-05,14,39.0,Perú,male,mobile,social media,tier_1,basic,13,28,3.2,14,0,11,0,0,0,20,2,9,6.9,2167.0,0,none
USR-02177,2025-05-23,2025-06-06,14,18.0,México,female, mobile ,social media,tier_2,standard,10,25,12.1,10,0,3,0,0,1,20,3,14,5.7,2407.0,0,none
USR-02178,2025-09-16,2025-10-16,30,34.0,Colombia,male,mobile,organic search,tier_1,basic,20,34,8.6,12,0,3,0,1,1,0,6,26,5.1,1150.0,0,none
USR-02179,2025-03-01,2025-03-08,7,29.0,Perú,male,desktop,email campaign,tier_1,basic,3,7,20.8,11,0,3,1,0,1,0,0,10,6.2,1440.0,0,none
USR-02180,2025-06-16,2025-06-23,7,27.0,Chile,male,mobile,email campaign,tier_3,standard,5,9,17.5,8,2,6,0,0,1,10,3,0,4.1,$993,0,none
USR-02181,2025-04-10,2025-05-10,30,36.0, PERÚ ,male,Desktop,partner,tier_2,premium,7,14,16.2,7,1,5,0,1,0,10,2,26,,,0,none
USR-02182,2025-06-16,2025-06-30,14,34.0,ecuador,female, mobile ,Paid Ads,tier_1,basic,5,8,2.8,9,2,6,0,1,1,0,3,13,3.5,1151.0,0,none
USR-02183,2025-05-24,2025-06-14,21,28.0,Colombia,female,mobile,paid ads,tier_3,basic,10,18,12.5,9,1,7,0,0,0,0,2,17,8.9,1348.0,0,none
USR-02184,16/06/2025,2025-06-30,14,,Chile,male,mobile,email campaign,tier_1,basic,9,16,27.5,14,0,5,1,1,0,10,3,15,7.9,2253.0,0,none
USR-02185,2025-12-06,2025-12-27,21,26.0,Colombia,male,mobile,referral,tier_2,standard,14,27,19.7,19,0,3,0,1,0,5,4,19,7.4,$781,1,premium
USR-02186,2025-02-28,2025-03-21,21,39.0,Argentina,male,mobile,email campaign,tier_3,standard,14,30,12.6,13,0,2,0,0,0,10,5,11,5.0,959.0,1,standard
USR-02187,2025-02-22,2025-03-08,14,51.0,Chile,female,tablet,organic search,tier_3,standard,7,15,21.1,11,1,9,0,1,0,20,4,9,7.9,$1807,1,basic
USR-02188,2025-03-26,2025-04-16,21,38.0,Colombia,female,tablet,paid ads,tier_3,basic,14,24,,12,3,6,0,1,0,20,7,13,5.8,2067.0,1,premium
USR-02189,2025-01-31,2025-02-21,21,23.0,Colombia,female,desktop,social media,tier_1,basic,7,15,11.3,10,0,5,0,1,0,15,1,14,8.6,506.0,0,none
USR-02190,2025-12-19,01-02-2026,14,34.0,Chile,prefer_not_to_say,Desktop,organic search,tier_1,standard,8,16,5.3,5,2,7,0,1,0,0,2,11,5.1,1162.0,0,none
USR-02191,2025-09-20,2025-10-04,14,41.0,Colombia,non_binary,,partner,tier_1,basic,5,9,17.0,17,1,5,0,1,0,0,3,12,8.4,1532.0,0,none
USR-02192,2025-11-07,2025-12-07,30,30.0,México,male,mobile,social media,tier_2,standard,12,24,4.2,12,1,8,0,0,0,0,2,22,9.5,999.0,0,none
USR-02193,2025-10-25,2025-11-15,21,27.0,Argentina,male,mobile,referral,tier_2,basic,10,16,15.5,12,0,3,0,1,0,0,3,12,6.2,1822.0,0,none
USR-02194,2025-03-08,2025-03-22,14,21.0,Colombia,female,,organic search,tier_3,basic,7,15,12.4,9,2,10,0,1,0,15,4,6,8.0,2453.0,0,none
USR-02195,2025-10-08,2025-10-15,7,45.0,Argentina ,non_binary,mobile,organic search,tier_1,premium,4,13,18.4,9,0,4,0,1,0,10,3,0,6.7,2212.0,0,none
USR-02196,2025-09-28,2025-10-05,7,30.0,México,male,tablet,email campaign,tier_3,premium,7,17,6.0,8,2,7,1,0,1,5,3,9,8.5,2554.0,0,none
USR-02197,2025-06-06,06-27-2025,21,38.0,Colombia,non_binary,mobile,email campaign,tier_1,basic,10,23,136.7,9,0,6,0,0,0,15,4,18,6.5,1679.0,0,none
USR-02198,2025-07-16,2025-08-15,30,27.0,Ecuador,male,mobile,partner,tier_2,basic,10,19,12.9,9,1,10,0,0,0,10,2,27,8.6,$827,1,premium
USR-02199,2025-05-27,2025-06-26,30,28.0,Colombia,male,mobile,organic search,tier_2,premium,11,16,6.0,8,1,4,0,0,1,0,6,28,4.0,1152.0,0,none
USR-02200,24/05/2025,2025-06-07,14,37.0,Colombia,female,mobile,referral,tier_3,standard,11,18,12.8,14,0,10,0,1,1,0,6,6,8.6,1824.0,0,none
USR-02201,2025-05-10,2025-05-24,14,45.0,Ecuador,male,mobile,organic search,tier_2,standard,14,35,14.1,15,1,7,0,0,0,5,3,5,3.9,2188.0,0,none
USR-02202,2025-09-23,2025-10-07,14,52.0,Chile,male,mobile,paid ads,tier_2,premium,4,9,24.7,13,2,5,0,0,1,10,4,13,6.2,810.0,0,none
USR-02203,2025-05-16,2025-05-23,7,28.0,,female,desktop,organic search,tier_1,basic,3,2,20.2,10,1,1,0,1,0,10,1,1,3.6,835.0,0,none
USR-02204,2025-09-04,2025-09-25,21,28.0,Ecuador,male,mobile,social media,tier_3,premium,11,15,16.2,9,1,4,0,0,0,0,5,16,5.8,1127.0,0,none
USR-02205,14/07/2025,2025-07-28,14,,Ecuador,male,tablet,organic search,tier_3,standard,10,14,2.0,6,0,6,1,1,0,15,4,8,5.3,1056.0,0,none
USR-02206,2025-06-04,2025-06-18,14,,Ecuador,male,Desktop,paid_ads,tier_2,basic,7,4,16.6,9,2,7,0,0,0,10,3,13,5.9,1429.0,0,none
USR-02207,24/08/2025,2025-09-23,30,31.0,Chile,female,desktop,organic search,tier_1,premium,22,37,7.6,22,1,6,1,0,0,15,6,20,5.5,1909.0,1,standard
USR-02208,2025-11-15,2025-11-22,7,19.0, PERÚ ,female,Mobile,Organic Search,tier_3,basic,2,8,8.1,5,1,5,1,0,0,15,1,16,7.8,$2103,0,none
USR-02209,2025-05-01,2025-05-22,21,24.0,Chile,prefer_not_to_say,mobile,partner,tier_1,premium,15,25,14.8,10,1,7,0,1,0,0,4,11,7.5,1488.0,1,standard
USR-02210,2025-11-20,2025-12-04,14,39.0,Colombia,non_binary,tablet,paid ads,tier_1,basic,9,15,20.7,15,0,4,0,0,0,10,2,10,5.4,250.0,0,none
USR-02211,2025-01-23,2025-02-13,21,,,female,desktop,paid ads,tier_1,basic,9,15,22.5,10,0,2,0,1,0,10,7,11,8.2,2282.0,0,none
USR-02212,2025-05-03,2025-05-17,14,34.0,Colombia,non_binary,mobile,paid ads,tier_2,basic,14,36,4.0,13,1,5,0,1,0,10,3,3,6.1,2252.0,0,none
USR-02213,2025-01-30,2025-02-13,14,39.0,Perú,female,tablet,paid ads,tier_2,premium,12,20,14.4,8,2,3,0,0,0,0,5,8,7.0,1268.0,0,none
USR-02214,2025-06-12,2025-06-26,14,21.0,Colombia,male,mobile,partner,tier_2,basic,7,10,13.0,10,0,5,1,0,0,0,1,3,8.4,2906.0,0,none
USR-02215,2025-04-10,2025-04-24,14,33.0,México,male,desktop,paid ads,tier_1,basic,11,18,13.2,12,0,4,1,0,0,10,6,12,8.2,1367.0,0,none
USR-02216,06/12/2025,2025-12-27,21,35.0,Ecuador,prefer_not_to_say,mobile,paid ads,tier_1,premium,11,28,9.7,9,1,8,0,0,0,0,1,16,8.5,264.0,0,none
USR-02217,2025-04-17,05-01-2025,14,22.0,,female,mobile,email campaign,tier_2,standard,11,23,13.5,10,0,10,0,1,0,15,5,10,5.3,1188.0,0,none
USR-02218,2025-11-20,2025-11-27,7,42.0,Colombia,male,mobile,email campaign,tier_2,premium,2,3,7.4,7,0,3,1,1,0,0,1,14,7.3,1144.0,0,none
USR-02219,2025-02-24,2025-03-10,14,37.0,Colombia,male,mobile,referral,tier_2,basic,1,1,7.6,4,0,2,0,0,0,0,0,16,7.1,1884.0,0,none
USR-02220,2025-03-22,2025-04-12,21,33.0,Perú,male,desktop,organic search,tier_1,premium,5,6,,9,2,2,0,0,0,0,0,16,6.2,1575.0,0,none
USR-02221,2025-04-11,2025-04-25,14,27.0,Argentina,male,mobile,email campaign,tier_1,premium,7,13,14.7,10,1,5,0,0,1,0,3,14,6.8,2750.0,0,none
USR-02222,2025-08-19,2025-09-02,14,46.0,Perú,male,desktop,social media,tier_2,standard,13,34,9.0,10,3,6,1,1,0,25,8,0,6.6,1345.0,1,standard
USR-02223,2025-01-12,01-26-2025,14,29.0,Colombia,male,desktop,organic search,tier_1,basic,8,12,22.1,13,2,6,0,0,0,0%,1,10,6.2,1997.0,0,none
USR-02224,2025-01-14,2025-02-13,30,50.0,Colombia,female,desktop,organic search,tier_2,premium,30,51,18.8,23,0,13,1,1,0,10,9,17,8.0,655.0,1,standard
USR-02225,2025-11-12,2025-11-26,14,46.0,México,prefer_not_to_say,desktop,referral,tier_2,standard,10,20,15.1,10,1,4,0,0,0,20,7,15,5.7,805.0,0,none
USR-02226,2025-10-24,2025-10-31,7,47.0,,female,desktop,organic search,tier_1,basic,6,14,16.5,7,0,7,0,0,0,10,8,7,6.4,1598.0,1,premium
USR-02227,2025-02-05,2025-02-19,14,41.0,México,female,mobile,organic search,tier_1,basic,9,18,6.6,6,1,8,0,1,0,10,4,8,10.0,698.0,0,none
USR-02228,2025-06-18,2025-07-02,14,32.0,México,prefer_not_to_say,desktop,organic search,tier_2,premium,4,7,2.0,9,2,3,0,0,1,20,1,17,8.8,973.0,0,none
USR-02229,2025-03-19,2025-04-02,14,39.0,Argentina,male,mobile,partner,tier_1,standard,7,8,23.8,6,0,7,0,1,1,25,2,16,8.8,$1889,0,none
USR-02230,2025-07-25,2025-08-08,14,36.0,Colombia,male,desktop,organic search,tier_1,basic,8,8,9.8,12,1,0,1,0,1,0,2,5,5.3,2428.0,1,premium
USR-02231,2025-04-20,2025-05-20,30,18.0,México,female,mobile,social media,tier_1,basic,7,11,21.1,7,0,6,0,0,0,15,5,30,7.1,2137.0,0,none
USR-02232,2025-05-31,2025-06-14,14,44.0,México,female,mobile,paid ads,tier_3,standard,9,18,8.0,9,2,7,0,0,0,0,2,9,8.1,1319.0,0,none
USR-02233,2025-05-02,2025-05-09,7,37.0,Colombia,prefer_not_to_say,mobile,organic search,tier_2,standard,3,3,15.1,8,1,9,0,1,1,5,3,14,6.7,2204.0,0,none
USR-02234,2025-11-08,2025-11-22,14,18.0,Argentina,female,mobile,email campaign,tier_2,standard,8,10,15.0,12,0,7,0,1,1,5,4,10,6.1,1285.0,0,none
USR-02235,2025-01-01,2025-01-22,21,26.0,Argentina,female,desktop,partner,tier_3,standard,9,16,12.1,6,2,2,0,0,0,20,4,12,7.6,747.0,1,standard
USR-02236,2025-11-13,2025-12-04,21,34.0,Ecuador,male,Desktop,Partner,tier_1,standard,18,18,19.0,10,0,14,1,1,0,10,6,10,10.0,1990.0,1,standard
USR-02237,2025-03-20,2025-04-03,14,37.0,Ecuador,male,tablet,partner,tier_2,basic,10,15,10.9,13,1,3,0,1,0,0,4,5,5.7,680.0,0,none
USR-02238,2025-06-20,2025-07-11,21,39.0,Perú,female,Tablet,organic_search,tier_3,standard,21,31,14.5,10,0,11,0,1,0,0,3,7,9.1,1028.0,1,standard
USR-02239,2025-11-14,2025-11-21,7,34.0,Perú,prefer_not_to_say,mobile,social media,tier_2,basic,4,6,13.2,7,1,4,0,0,0,15,2,3,6.9,2087.0,0,none
USR-02240,2025-03-20,2025-03-27,7,47.0,Chile,male,mobile,referral,tier_2,premium,4,10,20.3,7,1,5,1,1,0,25,3,7,,,0,none
USR-02241,2025-08-23,2025-09-06,14,18.0,México,male,mobile,social media,tier_1,basic,12,24,16.4,12,3,5,1,0,0,0,2,3,9.6,455.0,0,none
USR-02242,2025-07-08,07-22-2025,14,45.0,Ecuador,female,mobile,organic search,tier_2,standard,8,17,11.7,12,1,3,0,0,0,10,5,11,9.3,1916.0,0,none
USR-02243,2025-08-21,2025-09-04,14,31.0,México,female,mobile,referral,tier_2,premium,6,7,20.5,10,0,2,1,0,0,20,1,10,6.1,1479.0,0,none
USR-02244,2025-11-22,2025-12-22,30,28.0,Perú,female,mobile,paid ads,tier_2,standard,26,44,,15,0,9,0,0,0,20,5,16,5.9,774.0,0,none
USR-02245,2025-06-30,2025-07-07,7,23.0,Colombia,female,mobile,paid ads,tier_3,basic,3,3,15.4,7,0,2,0,0,1,20,1,6,4.5,250.0,0,none
USR-02246,07/06/2025,2025-06-28,21,35.0,Perú,male,mobile,paid ads,tier_1,standard,12,26,7.9,15,2,8,0,0,1,0,5,16,8.2,1111.0,0,none
USR-02247,2025-08-12,2025-08-26,14,31.0,Colombia,female,desktop,social media,tier_2,standard,13,29,13.5,10,1,7,0,1,0,0,3,8,6.5,2265.0,0,none
USR-02248,2025-08-29,2025-09-12,14,24.0,Argentina,male,mobile,paid ads,tier_2,standard,11,16,12.8,14,1,4,0,0,0,25,5,9,4.8,2003.0,0,none
USR-02249,2025-02-09,2025-02-23,14,25.0,Colombia,male,mobile,social media,tier_2,standard,2,3,9.4,5,2,2,0,0,0,0,3,7,7.8,2196.0,0,none
USR-02250,2025-04-18,2025-04-25,7,34.0,Chile,male,mobile,paid ads,tier_2,standard,7,11,21.4,11,1,5,0,0,0,10,2,2,8.0,628.0,0,none
USR-02251,2025-06-22,2025-07-06,14,41.0,Argentina,male,desktop,email campaign,tier_1,basic,5,9,,10,0,7,0,0,1,20%,0,7,4.8,1583.0,0,none
USR-02252,2025-08-02,2025-08-23,21,25.0,Colombia,female,mobile,social media,tier_3,basic,17,38,12.0,14,1,9,0,1,0,10,2,15,10.0,2044.0,1,standard
USR-02253,2025-08-17,2025-08-31,14,29.0, COLOMBIA ,male,DESKTOP,Organic Search,tier_2,premium,11,13,3.3,11,0,7,0,0,0,0,5,5,6.3,310.0,0,none
USR-02254,2025-01-16,2025-01-30,14,32.0,Argentina,male,tablet,organic search,tier_1,basic,1,2,23.6,11,0,3,0,0,0,10,3,3,7.1,2322.0,0,none
USR-02255,2025-01-09,2025-01-30,21,43.0,Colombia,female,,organic search,tier_2,standard,7,9,22.7,13,0,8,0,1,0,0,3,15,8.6,605.0,0,none
USR-02256,2025-12-26,2026-01-09,14,24.0,Ecuador,female,desktop,organic search,tier_2,standard,13,28,17.9,13,1,6,0,1,0,10,5,5,5.0,1600.0,1,standard
USR-02257,2025-12-12,2026-01-11,30,24.0,Perú,female,mobile,email campaign,tier_2,basic,24,41,13.9,12,0,7,0,1,0,0%,6,17,6.7,1372.0,0,none
USR-02258,2025-11-03,2025-11-17,14,46.0,Colombia,female,tablet,email campaign,tier_3,basic,13,16,16.3,10,0,2,0,1,0,15,5,12,9.4,1814.0,1,premium
USR-02259,2025-07-08,2025-08-07,30,52.0,México,male,desktop,partner,tier_2,basic,29,70,12.2,19,0,6,0,1,0,0,11,19,6.8,1899.0,1,standard
USR-02260,2025-11-19,2025-12-19,30,41.0,Perú,male,desktop,organic search,tier_1,premium,19,37,20.1,13,1,10,0,1,0,5,7,22,1.0,1345.0,1,standard
USR-02261,2025-09-08,2025-09-22,14,50.0,México,female,mobile,email campaign,tier_1,standard,1,1,14.3,8,0,2,0,0,0,10,4,7,5.9,250.0,0,none
USR-02262,2025-05-22,2025-06-05,14,37.0,Colombia,non_binary,mobile,email campaign,tier_1,basic,6,10,22.0,6,0,5,1,0,0,20,2,15,,,0,none
USR-02263,2025-05-09,2025-05-23,14,50.0,Colombia,female,tablet,organic search,tier_2,standard,5,9,5.8,12,0,5,0,1,1,25,3,16,10.0,2763.0,0,none
USR-02264,2025-10-17,2025-10-24,7,32.0,Perú,female,tablet,email campaign,tier_1,basic,5,8,11.3,9,1,3,0,0,0,15,4,0,10.0,1876.0,0,none
USR-02265,2025-07-29,2025-08-12,14,41.0,Colombia,male,tablet,social media,tier_1,basic,11,22,11.2,11,1,1,0,0,1,0,4,2,7.5,1063.0,1,premium
USR-02266,2025-07-11,2025-07-25,14,36.0,Colombia,male,desktop,paid ads,tier_1,standard,10,18,11.5,3,0,8,1,1,1,0,4,10,7.2,747.0,1,standard
USR-02267,2025-10-28,2025-11-11,14,23.0,México,female,mobile,social media,tier_2,standard,4,5,23.2,6,1,2,1,1,0,0,6,14,10.0,2684.0,0,none
USR-02268,2025-11-07,2025-12-07,30,26.0,Colombia,female,desktop,organic search,tier_1,premium,13,20,16.1,13,2,6,0,1,0,0,5,21,8.2,1506.0,0,none
USR-02269,2025-05-05,2025-05-26,21,27.0,Chile,non_binary,mobile,organic search,tier_3,basic,16,30,16.7,17,1,13,0,0,0,5,3,17,9.8,1365.0,1,standard
USR-02270,2025-08-17,08-31-2025,14,23.0,Ecuador,male,tablet,organic search,tier_2,premium,8,10,14.6,12,0,8,0,1,0,10,3,11,8.8,1747.0,0,none
USR-02271,2025-06-20,2025-07-04,14,18.0,México,male,mobile,email campaign,tier_2,basic,12,17,6.4,15,0,9,1,1,0,0,6,12,6.0,2246.0,0,none
USR-02272,2025-02-17,2025-03-03,14,25.0,Chile,female,desktop,organic search,tier_2,standard,5,9,4.5,3,1,5,0,0,0,15,2,15,10.0,1942.0,0,none
USR-02273,2025-02-12,02-19-2025,7,24.0,colombia,female, mobile ,Partner,tier_1,basic,4,9,6.6,10,1,4,0,0,1,0,0,2,7.2,$1830,0,none
USR-02274,2025-10-28,2025-11-11,14,46.0,Colombia,female,desktop,organic search,tier_1,standard,10,16,22.3,9,0,7,0,0,0,10,6,0,7.5,1156.0,1,premium
USR-02275,2025-07-04,2025-07-25,21,35.0,Perú,male,mobile,organic search,tier_1,standard,11,23,10.2,14,0,9,1,0,0,0,5,15,7.1,250.0,0,none
USR-02276,2025-09-23,2025-09-30,7,38.0,Argentina,male,mobile,paid ads,tier_1,standard,3,8,12.3,10,1,5,0,1,0,0%,1,6,10.0,2116.0,0,none
USR-02277,2025-09-12,2025-09-19,7,32.0,ecuador,male,Mobile,Paid Ads,tier_2,basic,3,6,12.8,14,0,6,0,0,0,0,5,5,4.7,1492.0,0,none
USR-02278,2025-03-15,2025-04-14,30,,Colombia,male,desktop,social media,tier_1,premium,16,30,10.9,17,2,8,0,0,0,5,8,21,,,0,none
USR-02279,2025-03-24,2025-04-14,21,18.0,Colombia,non_binary,mobile,referral,tier_1,basic,10,11,10.3,9,0,7,1,1,0,10,3,16,5.9,1441.0,0,none
USR-02280,2025-10-25,2025-11-01,7,33.0,México,female,mobile,email campaign,tier_1,basic,3,3,14.9,9,1,2,1,1,0,5,3,3,5.3,$1869,0,none
USR-02281,2025-05-17,2025-06-07,21,27.0,Colombia,male,mobile,social media,tier_3,standard,15,28,18.3,13,0,7,0,1,0,10,4,11,5.5,2244.0,0,none
USR-02282,2025-02-25,2025-03-18,21,20.0,Colombia,male,desktop,organic search,tier_1,basic,15,20,19.9,15,1,8,0,0,0,10,3,17,7.0,1506.0,0,none
USR-02283,2025-08-24,2025-08-31,7,18.0,Chile,male,mobile,paid ads,tier_1,standard,4,7,14.0,3,2,8,0,1,0,0,3,8,6.8,1388.0,0,none
USR-02284,2025-11-01,2025-11-15,14,18.0,Colombia,non_binary,mobile,social media,tier_2,standard,10,21,11.8,12,0,7,0,0,1,25,5,7,9.2,312.0,1,standard
USR-02285,2025-01-31,2025-02-14,14,19.0,Perú,female,desktop,email campaign,tier_2,standard,7,6,6.1,10,0,9,0,0,0,10,1,11,,,0,none
USR-02286,2025-07-17,2025-08-07,21,33.0,Perú,male,mobile,organic search,tier_3,basic,21,34,12.9,7,1,8,1,0,0,10,7,11,5.2,482.0,0,none
USR-02287,2025-08-29,2025-09-28,30,48.0,México,female,mobile,partner,tier_1,basic,19,37,13.8,15,0,7,0,0,0,15,8,16,5.8,2320.0,1,standard
USR-02288,2025-04-08,2025-04-22,14,25.0,Chile,male,tablet,social media,tier_2,standard,7,14,21.3,13,0,8,0,1,0,20,1,5,5.5,2076.0,0,none
